sentence	ambig_status	disambiguation_1	disambiguation_2
The boy was starving.	1	The boy was very hungry.	The boy was dying from not having enough food.
The patient was treated with a new drug that was still in clinical trials.	0		
The athlete was strong.	0		
Many of the company's employees have not become millionaires.	0	Many of the company's employees have not become millionaires.	Many of the company's employees have not become millionaires.
The rockstar strutted onstage in a glittering sequined cape.	0		
The most important thing was that she was alive.	0		
The budget deficit will be reduced by $1.2 trillion over the next 10 years.	0		
You deserved a break.	0	You deserved a break.	You deserved a break.
The company is not in trouble.	0		
If a business is doing well, its stock price may not increase.	1	Even if a business is doing well, its stock price may not increase.	If a business is doing well, this would increase the chances that its stock price does not increase.
I'm so excited to go on vacation to the mountains next week!	0		
I don't think that I could ever really be happy living in the country.	1	I don't think that I could ever really be happy living in the nation.	I don't think that I could ever really be happy living in the countryside.
The universe is infinite.	0		
The hotel is in the center of the city, so it's easy to find.	0		
It's hard to take the first step.	0		
The school board is considering a proposal to increase the length of the school year.	0		
The company's IT systems are not able to integrate with the new software.	0	The company's IT systems are not able to integrate with the new software.	The company's IT systems are not able to integrate with the new software.
I need some money.	0		
The employees are properly trained.	0		
The decrease in funding is due to the decrease in availability of jobs.	0		
The school needs to be torn down.	0		
John wants to marry a Frenchwoman.	1	John wants to marry a certain woman who is French.	John wants for his future wife to be French.
The best way to avoid getting sick during the winter is to wash your hands.	0		
The company's ability to attract and retain top talent is the result of its success.	0		
I have never seen such a thing.	1	I have never seen such a thing before now.	I have never seen such a thing, including now.
The man was trying to improve his health by going to the doctor.	0	The man was trying to improve his health by going to the doctor.	The man was trying to improve his health by going to the doctor.
People now know that the Earth is not the center of the universe.	0	People now know that the Earth is not the center of the universe.	People now know that the Earth is not the center of the universe.
Some of the students in the class were given a detention.	1	Some but not all of the students in the class were given a detention.	At least some of the students in the class were given a detention.
I would not recommend that book.	0		
The protagonist is often mistaken for a member of the lower class.	0		
There is no one who can save them.	0		
The death penalty is not a violation of the Eighth Amendment to the United States Constitution.	0		
We should accept this theory.	0		
We will not be able to increase our production by 10 percent if we can't get the additional machinery.	0	We will not be able to increase our production by 10 percent if we can't get the additional machinery.	We will not be able to increase our production by 10 percent if we can't get the additional machinery.
A decrease in the quality of the product is a problem.	0		
At night, the streets are empty.	0		
She could not remember the accident.	0		
It is important to call me when you get home.	0		
The company's stock prices have been falling steadily because the company has been in trouble for some time.	0	The company's stock prices have been falling steadily because the company has been in trouble for some time.	The company's stock prices have been falling steadily because the company has been in trouble for some time.
The measure is expected to have a positive impact on employment.	0		
Only Tom likes his passport picture.	1	No one likes Tom's passport picture except Tom himself.	No one likes their own passport picture, except Tom.
I find it difficult to learn new languages.	0		
The artist created a series of paintings depicting the peace.	0		
The law is a game.	0	The law is a game.	The law is a game.
I was cleaning my room when I found an old box of pictures.	0		
He ate an entire pizza by himself.	0	He ate an entire pizza by himself.	He ate an entire pizza by himself.
I wonder how many people are in the library.	0		
You can either take the bus or the taxi to get to the airport.	0		
The chairman will provide a detailed report on the company's failure.	0		
The repairs are expensive.	1	The repairs are a big expense.	The repairs are expensive relative to other repairs.
The company will not release its earnings report next week.	1	The company is not expected to release its earnings report next week.	The company will not, in reality, release its earnings report next week.
I planted tomatoes in the front yard.	0		
The novel is still relevant today because its themes are timeless.	0		
Even though he was only eighteen, he had the energy of a much younger man.	0		
She was sad.	0		
I'm ready to make that commitment.	0	I'm ready to make that commitment.	I'm ready to make that commitment.
The children were getting rowdier and rowdier.	0		
The average American watches approximately four hours of television per day.	0		
I don't have time for a meeting at 3pm.	1	I don't know how to make time for a meeting at 3pm.	I don't have time for a new meeting at 3pm.
After years of research, scientists have finally discovered a new species of whale.	0		
A strategic plan should not be based on goals.	0		
The ground is wet.	0		
The new software is available only in a Spanish-language version.	0		
I'm going to take a break from studying for finals and go get a coffee.	0		
Joe didn't go to bed until the game was over.	0		
The teacher told the students to take out their books and sit quietly at their desks.	0		
It was hard for him to believe that his best friend had betrayed him.	0		
I don't know if I should lie to her.	1	I don't know if I should tell her a lie.	I don't know if I should be dishonest with her.
I think that the government should provide healthcare for everyone.	0		
The purpose of this research is to develop a better understanding of the factors that influence the decision to purchase a used car.	0		
The dog's owner decided to put the dog down because it was too aggressive.	0	The dog's owner decided to put the dog down because it was too aggressive.	The dog's owner decided to put the dog down because it was too aggressive.
The number of visitors to the website has not decreased.	0		
We were caught in a blizzard.	0		
He is a bad person.	0	He is a bad person.	He is a bad person.
I don't know how she can be so unhappy all the time.	0		
The house was destroyed.	0		
More than 50 languages are spoken by the novel's readers.	1	More than 50 languages are spoken across the novel's readers.	More than 50 languages are spoken by each of the novel's readers.
The use of the machines is restricted to authorized personnel.	0		
Older adults are always more likely to suffer from chronic illnesses than younger adults.	0	Older adults are always more likely to suffer from chronic illnesses than younger adults.	Older adults are always more likely to suffer from chronic illnesses than younger adults.
She became interested in art after taking that art history class.	0		
This law is designed to protect the people.	1	This law is designed mainly to protect the people.	This law is designed to protect the people, possibly among other goals.
The study found that people who eat a lot of meat are more likely to develop cancer.	0		
The city is to the north of the school.	0		
The tulip is not my grandmother's favorite flower.	0		
I couldn't see the other students in the darkness as we filed into the auditorium.	1	I couldn't fully see the other students in the darkness as we filed into the auditorium.	I wasn't aware of the other students in the darkness as we filed into the auditorium.
She was very angry.	0		
Anxiety is associated with lower academic performance.	1	Anxiety is positively correlated with lower academic performance.	Anxiety is positively correlated with lower academic performance.
The change has affected almost everyone.	0	The change has affected almost everyone.	The change has affected almost everyone.
The detective was waiting for the culprit to arrive.	0		
Hard-working people are more likely to keep their jobs.	0		
It should be right.	0	It should be right.	It should be right.
He didn't love his country.	0		
We have been to the moon before.	0		
If the company's new product is successful, it will increase sales by 20%.	0	If the company's new product is successful, it will increase sales by 20%.	If the company's new product is successful, it will increase sales by 20%.
The professor said the exam will be on Monday.	0	The professor said the exam will be on Monday.	The professor said the exam will be on Monday.
Patrick tried to leave.	0	Patrick tried to leave.	Patrick tried to leave.
The streets are usually full of people and noise.	0		
The clockmaker's hands are like the poet's words.	0		
I think the new movie is going to be a flop.	0		
The United Nations' goal is to rid the world of nuclear weapons.	0		
A bachelor's degree is required for the job.	1	A bachelor's degree is required for being considered for the job.	A bachelor's degree is required for performing the job.
He cocked his head to the side.	0		
Extraterrestrial life does not exist on other planets.	0		
I'll be there for you.	0		
Lying is wrong.	0		
I am certain that the earth is round.	0	I am certain that the earth is round.	I am certain that the earth is round.
We can use this definition to help us see when we are not acting selfishly.	0	We can use this definition to help us see when we are not acting selfishly.	We can use this definition to help us see when we are not acting selfishly.
The company has decided to get rid of its customer service department.	1	The company has decided to get rid of its existing customer service department.	The company has decided to no longer have a customer service department.
The company should release a statement about the allegations.	0		
The accident is still a mystery.	1	What the accident was is still a mystery.	The accident is still shrouded in mystery.
She chose the job in New York.	0	She chose the job in New York.	She chose the job in New York.
There is a great deal of research on the topic of job satisfaction.	0	There is a great deal of research on the topic of job satisfaction.	There is a great deal of research on the topic of job satisfaction.
The city is located in a mild climate zone.	0		
A store offering a discount on an item paid less for the item.	0		
The company's sales would have increased by 20 percent if the economy was not in a recession.	0		
There are many different types of bias.	0		
The cat slept in the sun, its tail curled around its body.	0		
The settlers never would have made it without their perseverance.	0		
I'm going to buy a water gun.	0		
I am currently in a room.	0	I am currently in a room.	I am currently in a room.
If the person is in good shape, then the person is an athlete.	0		
You will be happy if you live each day to the fullest.	0		
The jury found the defendant not guilty.	0		
None of the members of the team were replaced.	0	None of the members of the team were replaced.	None of the members of the team were replaced.
