text	sentence	is_ambiguous	explanation
The university is being sued by six foot doctors.	The university is being sued by six foot doctors.	True	This sentence is ambiguous because 'six foot doctors' can be interpreted as either 'doctors who are six feet tall' or 'doctors who specialize in feet'.
The health center is being sued by six foot doctors.	The health center is being sued by six foot doctors.	True	This sentence is ambiguous because it can be interpreted in two ways: either the health center is being sued by doctors who are 6 feet tall, or the health center is being sued by doctors who specialize in feet (podiatrists) and there are six of them.
The nursing home is being sued by six foot doctors.	The nursing home is being sued by six foot doctors.	True	The sentence is ambiguous because 'six foot' can be interpreted as either a measurement (six feet tall) or a number of doctors (six doctors who are foot doctors, i.e. podiatrists).
The medical institution is being sued by six foot doctors.	The medical institution is being sued by six foot doctors.	True	The sentence is ambiguous because 'six foot doctors' can be interpreted as both a phrase describing the height of the doctors (i.e., they are 6 feet tall) and a phrase indicating that there are six doctors who are doctors (i.e., medical professionals).
The ward is being sued by six foot doctors.	The ward is being sued by six foot doctors.	True	This sentence is ambiguous because 'foot' can refer to a unit of length (6 feet) or a medical specialty (foot doctors).
The asylum is being sued by six foot doctors.	The asylum is being sued by six foot doctors.	True	The sentence can be interpreted in two ways: 1) 'six foot doctors' refers to doctors who are six feet tall, and the asylum is being sued by these doctors. 2) 'six foot' is a unit of measurement, and the asylum is being sued by doctors who are suing each other (or someone else) over a dispute that is six feet in length (or some other measurement).
The hospice is being sued by six foot doctors.	The hospice is being sued by six foot doctors.	True	The sentence is ambiguous because 'six foot doctors' can be interpreted as either 'doctors who are six feet tall' or 'doctors who specialize in feet'.
The medical clinic is being sued by six foot doctors.	The medical clinic is being sued by six foot doctors.	True	The sentence can be interpreted in two ways: either the medical clinic is being sued by doctors who are 6 feet tall, or the medical clinic is being sued by six doctors who specialize in the field of podiatry (foot doctors).
The eldercare home is being sued by six foot doctors.	The eldercare home is being sued by six foot doctors.	True	The sentence is ambiguous because 'six foot' can be interpreted as a measurement (six feet tall) or a quantity (six doctors who are also named 'Foot').
The school is being sued by six foot doctors.	The school is being sued by six foot doctors.	True	This sentence is ambiguous because it can be interpreted in two ways: either the school is being sued by six doctors who are each six feet tall, or the school is being sued by a single doctor who is six feet tall and has the title 'Doctors'.
The convalescent home is being sued by six foot doctors.	The convalescent home is being sued by six foot doctors.	True	The sentence is ambiguous because 'six foot doctors' can be interpreted as either a group of doctors who are six feet tall or a group of doctors who specialize in treating patients who are six feet tall.
The health clinic is being sued by six foot doctors.	The health clinic is being sued by six foot doctors.	True	The sentence is ambiguous because 'six foot doctors' can be interpreted as either six doctors who are 6 feet tall or six doctors who specialize in feet. The phrase 'six foot' is a common idiomatic expression meaning 'specializing in feet', which can lead to the ambiguity.
The healthcare institution is being sued by six foot doctors.	The healthcare institution is being sued by six foot doctors.	True	This sentence is ambiguous because it can be interpreted in two ways: 1) Six doctors who are six feet tall are suing the healthcare institution, or 2) The healthcare institution is being sued by doctors who are suing for six feet of damages (i.e., the institution is being sued for a specific amount of money).
The trauma center is being sued by six foot doctors.	The trauma center is being sued by six foot doctors.	True	The sentence is ambiguous because 'six foot doctors' can be interpreted as either a group of doctors who are 6 feet tall or a group of doctors who specialize in six-foot-related medical issues (e.g. amputations).
The urgent care center is being sued by six foot doctors.	The urgent care center is being sued by six foot doctors.	True	This sentence can be interpreted in more than one way because 'six foot doctors' can refer to either a group of doctors who are six feet tall or a group of doctors specializing in six-foot-related medical issues.
The very is being sued by six foot doctors.	The very is being sued by six foot doctors.	True	This sentence is ambiguous because 'The very' can be interpreted as referring to either a specific doctor named 'The Very' or as an intensifier meaning 'the most' or 'the greatest', which changes the meaning of the sentence. Additionally, 'six foot doctors' could be interpreted as a description of the doctors' height or a literal measurement of the doctors.
The waterfall is being sued by six foot doctors.	The waterfall is being sued by six foot doctors.	True	The sentence is ambiguous because it can be interpreted in two ways: either the waterfall is being sued by doctors who are six feet tall, or the waterfall is being sued by doctors who specialize in feet (podiatrists).
The throwback is being sued by six foot doctors.	The throwback is being sued by six foot doctors.	True	The sentence is ambiguous because 'six foot doctors' can be interpreted as either a phrase describing the height of the doctors (i.e., the doctors are six feet tall) or a phrase indicating that there are six doctors who specialize in foot-related medicine.
The pineapple is being sued by six foot doctors.	The pineapple is being sued by six foot doctors.	True	The sentence is ambiguous because 'six foot doctors' can be interpreted as either a phrase describing the height of the doctors (i.e., the doctors are six feet tall) or a phrase indicating that there are six doctors who are doctors (i.e., six different medical professionals).
The rainbow is being sued by six foot doctors.	The rainbow is being sued by six foot doctors.	True	This sentence is ambiguous because it can be interpreted in two ways: 1) The rainbow, a natural phenomenon, is being sued by six doctors who are 6 feet tall. 2) The doctors, who are 6 feet tall, are suing the rainbow. The sentence structure and word order do not clearly indicate which interpretation is intended, making it ambiguous.
The pillow is being sued by six foot doctors.	The pillow is being sued by six foot doctors.	True	This sentence is ambiguous because it can be interpreted in two ways: 1) The pillow is being sued by doctors who are six feet tall, or 2) The pillow is being sued by doctors who are being measured in feet (i.e., the pillow is being sued by doctors who are six feet long).
The pancake is being sued by six foot doctors.	The pancake is being sued by six foot doctors.	True	This sentence is ambiguous because it can be interpreted in two ways: 1) The pancake is being sued by doctors who are six feet tall, or 2) The pancake is being sued by doctors who are suing six feet (i.e., a distance of six feet) on behalf of the pancake.
The seashell is being sued by six foot doctors.	The seashell is being sued by six foot doctors.	True	The sentence is ambiguous because it can be interpreted in two ways: 1) The seashell is being sued by doctors who are six feet tall, or 2) The seashell is being sued by doctors who are suing for six feet. The word 'six foot' can be interpreted as either a description of the doctors' height or as a unit of measurement for the lawsuit.
The unicorn is being sued by six foot doctors.	The unicorn is being sued by six foot doctors.	True	This sentence is ambiguous because it can be interpreted in two ways: 1) The unicorn is being sued by six doctors who are six feet tall, or 2) The unicorn is being sued by doctors who are being referred to as 'six foot doctors', implying that they are a group of doctors who specialize in feet or have expertise in a specific area related to feet.
The mushroom is being sued by six foot doctors.	The mushroom is being sued by six foot doctors.	True	The sentence is ambiguous because 'six foot doctors' can be interpreted as either 'doctors who are six feet tall' or 'doctors who specialize in feet'.
The comet is being sued by six foot doctors.	The comet is being sued by six foot doctors.	True	The sentence is ambiguous because it can be interpreted in two ways: 1) the comet is being sued by six doctors who are all 6 feet tall, or 2) the comet is being sued by doctors who specialize in feet and are six in number.
The snowflake is being sued by six foot doctors.	The snowflake is being sued by six foot doctors.	True	The sentence is ambiguous because 'six foot doctors' can be interpreted as either a phrase describing the height of six doctors, or a phrase describing the profession of doctors who are six feet tall. This dual interpretation creates ambiguity in the meaning of the sentence.
The jellyfish is being sued by six foot doctors.	The jellyfish is being sued by six foot doctors.	True	The sentence is ambiguous because 'six foot' can be interpreted as either a phrase meaning 'six doctors who are tall' or 'six feet in length' (referring to the height of the doctors).
The candle is being sued by six foot doctors.	The candle is being sued by six foot doctors.	True	The sentence is ambiguous because 'six foot' can be interpreted as either a measurement (six feet tall) or a number of doctors (six doctors who are all named 'Foot').
The telescope is being sued by six foot doctors.	The telescope is being sued by six foot doctors.	True	This sentence is ambiguous because it can be interpreted in two ways: 1) The telescope is being sued by six doctors who are all six feet tall, or 2) The telescope is being sued by a group of doctors who are collectively known as 'six foot doctors'.
The verical is being sued by six foot doctors.	The verical is being sued by six foot doctors.	True	The sentence is ambiguous because 'verical' could refer to a company or organization called 'The Verical', or it could be a typo and the intended word is 'vertical', which would change the meaning of the sentence. Additionally, 'six foot doctors' could refer to doctors who are six feet tall, or it could be a phrase used to describe the height of a medical equipment or device used by doctors.
The tropical is being sued by six foot doctors.	The tropical is being sued by six foot doctors.	True	The sentence is ambiguous because 'the tropical' could refer to either a geographical region (e.g. the tropical rainforest) or a type of medical specialty (e.g. tropical medicine), and 'six foot doctors' could refer to doctors who are six feet tall or doctors who specialize in treating patients who are six feet tall.
The topical is being sued by six foot doctors.	The topical is being sued by six foot doctors.	True	This sentence is ambiguous because 'the topical' could refer to a person or a subject of discussion, and 'six foot doctors' could refer to doctors who are six feet tall or doctors who specialize in feet. The sentence does not provide enough context to disambiguate the intended meaning.
The typical is being sued by six foot doctors.	The typical is being sued by six foot doctors.	True	The sentence is ambiguous because 'the typical' can refer to either the typical person (i.e., an average person) or the typical (i.e., something that is normal or standard). Additionally, 'six foot doctors' can refer to doctors who are six feet tall, or doctors who specialize in feet. The sentence does not provide enough context to disambiguate these meanings, leaving it open to multiple interpretations.
The chemical is being sued by six foot doctors.	The chemical is being sued by six foot doctors.	True	The sentence is ambiguous because 'six foot doctors' can be interpreted as either 'doctors who are six feet tall' or 'doctors who specialize in six-foot-related medicine'.
The trauma center is being sued by six foot docs.	The trauma center is being sued by six foot docs.	True	The sentence can be interpreted as either 'The trauma center is being sued by doctors who are six feet tall' or 'The trauma center is being sued by six doctors who are foot doctors'.
The urgent care center is being sued by six foot nurses.	The urgent care center is being sued by six foot nurses.	True	The sentence can be interpreted as either the urgent care center is being sued by nurses who are six feet tall, or the urgent care center is being sued by six nurses who are also named 'Foot'.
The clinic is being sued by six podiatrists.	The clinic is being sued by six podiatrists.	False	The sentence is not ambiguous because it is clear that the clinic is the subject being sued, and the six podiatrists are the ones suing it. There is no other possible interpretation of the sentence.
The medical center is being sued by six foot physicians.	The medical center is being sued by six foot physicians.	True	The sentence can be interpreted as either the medical center is being sued by doctors who are 6 feet tall, or the medical center is being sued by 6 doctors who are physicians. The word 'six' can refer to either the number of people or the measurement of height, leading to ambiguity.
The infirmary is being sued by six foot medical practitioners.	The infirmary is being sued by six foot medical practitioners.	True	The phrase 'six foot medical practitioners' can be interpreted as either 'medical professionals who are six feet tall' or 'medical professionals who are six feet long (i.e., measuring six feet in length)'. This ambiguity arises from the fact that 'foot' can refer to both a unit of length and a unit of height.
The healthcare facility is being sued by six foot surgeons.	The healthcare facility is being sued by six foot surgeons.	True	This sentence is ambiguous because 'six foot' can refer to both the height of the surgeons (i.e., they are 6 feet tall) and the number of surgeons (i.e., six surgeons are suing the facility).
The sanatorium is being sued by six foot practitioners.	The sanatorium is being sued by six foot practitioners.	True	The sentence can be interpreted in two ways: 'The sanatorium is being sued by six people who are foot practitioners' or 'The sanatorium is being sued by six people who are 6 feet tall'.
The university is being sued by six chiropodists.	The university is being sued by six chiropodists.	False	The sentence is not ambiguous because 'chiropodists' is a specific profession, and it is clear that the university is being sued by six individuals who practice that profession.
The health center is being sued by six foot experts.	The health center is being sued by six foot experts.	True	The sentence is ambiguous because 'six foot' could refer to a unit of measurement (six feet tall) or a group of six people who are experts in the field of feet (e.g. podiatrists).
The nursing home is being sued by six foot technicians.	The nursing home is being sued by six foot technicians.	True	This sentence is ambiguous because 'six foot' could refer to the height of the technicians (6 feet tall), or it could refer to the number of technicians (six technicians, each of unknown height).
The medical institution is being sued by six foot docs.	The medical institution is being sued by six foot docs.	True	The sentence can be interpreted in two ways: 1) 'six foot' refers to the height of the doctors (physicians who are 6 feet tall), or 2) 'six foot' is a unit of measurement, and the sentence means that the medical institution is being sued by a total of six feet (a unit of measurement, not people).
The ward is being sued by six foot nurses.	The ward is being sued by six foot nurses.	True	This sentence can be interpreted in more than one way because 'six foot nurses' can refer to either the height of the nurses (i.e., they are all 6 feet tall) or the number of nurses (i.e., six nurses are suing the ward).
The asylum is being sued by six podiatrists.	The asylum is being sued by six podiatrists.	True	The word 'asylum' can refer to either a place where people with mental illnesses are treated or a place where animals are sheltered. This sentence could be interpreted as either a group of podiatrists suing a mental health institution or a group of podiatrists suing a sanctuary for animals.
The hospice is being sued by six foot physicians.	The hospice is being sued by six foot physicians.	True	The sentence is ambiguous because 'six foot' can refer to either the height of the physicians (six feet tall) or the number of physicians (six physicians who are physicians).
The medical clinic is being sued by six foot medical practitioners.	The medical clinic is being sued by six foot medical practitioners.	True	The sentence is ambiguous because 'six foot' can refer to either the height of the medical practitioners or the number of medical practitioners.
The eldercare home is being sued by six foot surgeons.	The eldercare home is being sued by six foot surgeons.	True	The sentence is ambiguous because 'six foot' can be interpreted as either a measurement of height (six feet tall) or a quantity (six feet, as in six individual feet). This ambiguity arises from the fact that 'foot' has multiple meanings in English, and the context of the sentence does not disambiguate the intended meaning.
The school is being sued by six foot practitioners.	The school is being sued by six foot practitioners.	True	This sentence could be interpreted as either the school is being sued by six people who are 6 feet tall, or the school is being sued by six practitioners of a particular style or technique (e.g. martial arts, medicine, etc.) who happen to be associated with the concept of a 'foot'.
The convalescent home is being sued by six chiropodists.	The convalescent home is being sued by six chiropodists.	True	The word 'chiropodists' can refer to either medical professionals who specialize in the care of the feet (podiatrists) or people who practice chiropody, an archaic term for a type of foot care. This ambiguity allows for multiple possible interpretations of the sentence, such as the home being sued by six podiatrists or six people who provide foot care services.
The health clinic is being sued by six foot experts.	The health clinic is being sued by six foot experts.	True	This sentence is ambiguous because 'six foot experts' can be interpreted as either six people who are experts in feet (a unit of measurement) or six people who are experts in the sense of being tall, with a height of six feet.
The healthcare institution is being sued by six foot technicians.	The healthcare institution is being sued by six foot technicians.	True	This sentence is ambiguous because 'six foot' can refer to both the height of the technicians (i.e., they are 6 feet tall) and the number of technicians (i.e., six technicians are suing the institution).
The very is being sued by six foot unicorns.	The very is being sued by six foot unicorns.	True	The sentence is ambiguous because 'the very' can be interpreted as either an adjective modifying 'is' (meaning 'the very is being sued...') or as a phrase indicating that the entity being sued is 'the very' six foot unicorns.
The waterfall is being sued by six foot pineapples.	The waterfall is being sued by six foot pineapples.	True	The sentence is ambiguous because 'six foot' can refer to the height of the pineapples (i.e., they are six feet tall) or the number of pineapples being sued (i.e., six pineapples are suing the waterfall).
The throwback is being sued by six foot rainbows.	The throwback is being sued by six foot rainbows.	True	The sentence is ambiguous because 'throwback' can refer to a person, a cultural phenomenon, or a sports term, and 'six foot rainbows' can be interpreted as either a literal measurement of rainbows or a metaphorical description of colorful and vibrant things. The sentence's meaning depends on the context and the reader's understanding of the terms used.
The pineapple is being sued by six foot giants.	The pineapple is being sued by six foot giants.	True	This sentence can be interpreted in more than one way because 'six foot giants' can refer to either a group of giants who are six feet tall or a group of giants who are suing the pineapple, and the sentence does not provide enough context to disambiguate the meaning.
The rainbow is being sued by six foot desks.	The rainbow is being sued by six foot desks.	True	This sentence is ambiguous because 'sued' is a verb that can be interpreted as either a legal action (e.g. a lawsuit) or a physical action (e.g. being struck or hit). The phrase 'six foot desks' is also unclear, as it could refer to the height of the desks or the number of desks being sued. The sentence requires additional context to disambiguate the intended meaning.
The pillow is being sued by six foot buildings.	The pillow is being sued by six foot buildings.	True	The sentence is ambiguous because it can be interpreted in two ways: either the pillow is being sued by six separate buildings, each one foot tall, or the phrase 'six foot buildings' is a single entity being sued by the pillow. The context or additional information would be needed to disambiguate the meaning.
The pancake is being sued by six foot hospitals.	The pancake is being sued by six foot hospitals.	True	The sentence is ambiguous because 'six foot hospitals' can be interpreted as either 'hospitals that are six feet tall' or 'hospitals that have six feet of space or facilities'.
The seashell is being sued by six foot schools.	The seashell is being sued by six foot schools.	True	The sentence is ambiguous because 'six foot schools' can be interpreted as either 'schools that are six feet tall' or 'schools with six feet' (i.e., schools that are six feet long).
The center is being sued by six foot telescopes.	The center is being sued by six foot telescopes.	True	The sentence can be interpreted in two ways: 'The center' refers to a specific organization or entity, and 'six foot telescopes' are suing it. Alternatively, 'the center' refers to the central part of an object, and 'six foot telescopes' are the objects being sued, which are unusually long telescopes.
The mushroom is being sued by six foot pillows.	The mushroom is being sued by six foot pillows.	True	This sentence is ambiguous because 'six foot pillows' can be interpreted as either a quantity of pillows that are six feet long, or a phrase describing the height of the pillows, which are being sued by the mushroom. The sentence is open to multiple interpretations due to the potential ambiguity of the phrase 'six foot pillows'.
The comet is being sued by six foot unicorns.	The comet is being sued by six foot unicorns.	True	The sentence is ambiguous because it is a nonsensical and impossible scenario. Comets are celestial bodies and cannot be sued, and unicorns are mythical creatures that do not exist. The phrase 'six foot' is also unclear, as it is typically used to describe a human height, but it is unclear what it means in this context.
The snowflake is being sued by six foot pineapples.	The snowflake is being sued by six foot pineapples.	True	The sentence is ambiguous because it is unclear what it means for a snowflake to be sued by pineapples, as snowflakes are inanimate objects and pineapples are animate objects that cannot sue. The sentence could be interpreted in multiple ways, such as a fictional scenario where pineapples have gained sentience or a metaphorical sense where the pineapples are representing a group of people or entities that are suing the snowflake.
The jellyfish is being sued by six foot rainbows.	The jellyfish is being sued by six foot rainbows.	True	The sentence is ambiguous because 'six foot' can refer to the length of the rainbows (six feet long) or the number of rainbows (six rainbows, each of unknown length).
The candle is being sued by six foot giants.	The candle is being sued by six foot giants.	True	The sentence is ambiguous because 'sued' can be interpreted as a verb, meaning the candle is being taken to court, or as a verb phrase, meaning the candle is being used as a giant's foot.
The telescope is being sued by six foot desks.	The telescope is being sued by six foot desks.	True	This sentence is ambiguous because it can be interpreted as either the telescope itself is being sued by six specific desks, or that the desks are being sued by someone or something else, and the telescope is somehow related to the lawsuit. The phrase 'six foot desks' is a common size for desks, which adds to the ambiguity.
The vertical is being sued by six foot honors.	The vertical is being sued by six foot honors.	True	The sentence can be interpreted as either 'The vertical is being sued by six people who have honors' or 'The vertical is being sued by six feet of honors', where 'honors' could refer to a physical entity (e.g. a trophy) rather than a academic achievement.
The tropical is being sued by six foot raptors.	The tropical is being sued by six foot raptors.	True	The sentence is ambiguous because 'tropical' can refer to a geographic region (e.g. the tropical rainforest) or a type of climate, but it can also refer to 'Tropical', a brand or entity that is being sued. Additionally, 'six foot raptors' can refer to a specific type of dinosaur or a generic term for a group of people or things of a certain height.
The topical is being sued by six foot horrors.	The topical is being sued by six foot horrors.	True	This sentence is ambiguous because 'topical' could refer to a person or a subject matter, and 'six foot horrors' could be either a type of monster or a description of people who are six feet tall and frightening.
The typical is being sued by six foot auctors.	The typical is being sued by six foot auctors.	True	The word 'auctors' is likely a typo and should be 'authors', but it's unclear what 'six foot' refers to, as it could be a unit of measurement (six feet tall) or a literal measurement of six feet in length. This ambiguity makes the sentence open to multiple interpretations.
The chemical is being sued by six foot authors.	The chemical is being sued by six foot authors.	True	The sentence can be interpreted in two ways: either 'six foot authors' refers to the height of the authors, or it refers to the fact that six authors are writing about the chemical. This ambiguity arises from the fact that 'six foot' can be an adjective modifying 'authors', or a phrase describing the height of something.
Helen got lunch ready for her daughter wearing a summer dress.	Helen got lunch ready for her daughter wearing a summer dress.	False	The sentence is not ambiguous because the phrase 'wearing a summer dress' is describing Helen, the subject of the sentence, rather than the object of the sentence, which is the lunch she got ready for her daughter.
Her daughter got lunch ready for Helen wearing a summer dress.	Her daughter got lunch ready for Helen wearing a summer dress.	True	This sentence is ambiguous because it can be interpreted as either 'Her daughter, who was wearing a summer dress, got lunch ready for Helen' or 'Her daughter got lunch ready for Helen, who was wearing a summer dress'.
Summer daughter got Helen dress summer lunch ready for wearing a.	Summer daughter got Helen dress summer lunch ready for wearing a.	True	The sentence is ambiguous because 'summer' can refer to both a season and a type of clothing. The phrase 'summer dress' can be interpreted as a type of dress worn during the summer season, or it can be interpreted as a dress made of summer fabric. This ambiguity allows for multiple possible meanings of the sentence.
Helen got lunch ready for her daughter wearing a summer dress.	Helen got lunch ready for her daughter wearing a summer dress.	False	The sentence is not ambiguous because it is describing a sequence of events in a straightforward manner, with no words or phrases that have multiple possible meanings or interpretations.
Helen got lunch ready for her daughter wearing a summer shirt.	Helen got lunch ready for her daughter wearing a summer shirt.	True	This sentence is ambiguous because it can be interpreted as either Helen preparing lunch for her daughter while wearing a summer shirt, or Helen wearing a summer shirt as part of the lunch she prepared for her daughter.
Helen got lunch ready for her daughter wearing a winter shirt.	Helen got lunch ready for her daughter wearing a winter shirt.	True	The sentence is ambiguous because 'wearing a winter shirt' could refer to Helen or her daughter. It's unclear who is wearing the winter shirt, making the sentence open to multiple interpretations.
Helen got lunch ready for her daughter wearing a winter dress.	Helen got lunch ready for her daughter wearing a winter dress.	True	The sentence is ambiguous because 'wearing a winter dress' could refer to Helen or her daughter. It could be interpreted as Helen wearing a winter dress while preparing lunch, or her daughter wearing a winter dress while receiving the lunch.
Helen got lunch ready for her daughter wearing a winter scarf.	Helen got lunch ready for her daughter wearing a winter scarf.	False	The sentence is not ambiguous because the phrase 'wearing a winter scarf' is likely intended to describe Helen's attire while preparing lunch, rather than the daughter's. The sentence structure and word choice suggest that Helen is the subject performing the action, and the phrase 'for her daughter' indicates the intended recipient of the lunch.
Helen got lunch ready for her daughter wearing a winter skirt.	Helen got lunch ready for her daughter wearing a winter skirt.	True	The sentence can be interpreted as either Helen wearing a winter skirt while preparing lunch for her daughter, or Helen wearing a winter skirt as part of the lunch she prepared for her daughter.
Helen got lunch ready for her daughter wearing a fall jacket.	Helen got lunch ready for her daughter wearing a fall jacket.	True	This sentence is ambiguous because 'fall' can refer to both the season (autumn) and a type of jacket (a type of outerwear).
Helen got lunch ready for her daughter wearing a winter robe.	Helen got lunch ready for her daughter wearing a winter robe.	True	This sentence can be interpreted in two ways: 1) Helen got lunch ready for her daughter while wearing a winter robe, or 2) Helen got lunch ready for a daughter who was wearing a winter robe. The ambiguity arises from the lack of a clear indication of when the daughter is wearing the robe (before, during, or after Helen preparing lunch).
Helen got lunch ready for her daughter wearing a summer robe.	Helen got lunch ready for her daughter wearing a summer robe.	True	This sentence can be interpreted in more than one way because 'wearing a summer robe' could refer to Helen wearing the robe while preparing lunch, or the daughter wearing the robe while Helen prepares lunch for her.
Helen got lunch ready for her daughter wearing a spring outfit.	Helen got lunch ready for her daughter wearing a spring outfit.	False	The sentence is unambiguous because the phrase 'wearing a spring outfit' is likely intended to describe Helen's clothing, not her daughter's. The sentence is describing the action of Helen preparing lunch for her daughter, and the phrase 'wearing a spring outfit' is an additional detail about Helen's appearance.
Helen got lunch ready for her daughter wearing a summer hat.	Helen got lunch ready for her daughter wearing a summer hat.	False	The sentence is not ambiguous because the verb 'wearing' is typically used to describe an action done to oneself, and it is unlikely that Helen would be wearing a hat for her daughter. The sentence implies that Helen is preparing lunch for her daughter while wearing a summer hat, which is a clear and unambiguous meaning.
Helen got lunch ready for her daughter wearing a winter hat.	Helen got lunch ready for her daughter wearing a winter hat.	False	The sentence is not ambiguous because 'wearing a winter hat' is describing Helen's action of getting lunch ready, not the daughter's state. The phrase 'for her daughter' clearly indicates the intended recipient of the lunch, and the phrase 'wearing a winter hat' is an unusual but clear description of Helen's attire while performing the action.
Helen got lunch ready for her daughter wearing a summer jacket.	Helen got lunch ready for her daughter wearing a summer jacket.	True	This sentence can be interpreted in more than one way because it's unclear when Helen wore the summer jacket. Did she wear it while preparing lunch, or did she put it on after getting lunch ready for her daughter?
Helen got lunch ready for her daughter wearing a summer swimsuit.	Helen got lunch ready for her daughter wearing a summer swimsuit.	True	This sentence is ambiguous because it is unclear why Helen is wearing a summer swimsuit. Is she wearing it to serve lunch, or is she going to use it for another purpose? The sentence does not provide enough context to disambiguate this uncertainty.
Helen got lunch ready for her daughter wearing a winter coat.	Helen got lunch ready for her daughter wearing a winter coat.	False
Helen got lunch ready for her daughter wearing a clown costume.	Helen got lunch ready for her daughter wearing a clown costume.	True	The sentence can be interpreted in two ways: 1) Helen wore a clown costume while preparing lunch for her daughter, or 2) Helen's daughter was wearing a clown costume when Helen prepared lunch for her. The ambiguity arises from the lack of clear indication of who is wearing the clown costume, Helen or her daughter.
Helen got lunch ready for her daughter wearing a firefighter uniform.	Helen got lunch ready for her daughter wearing a firefighter uniform.	True	This sentence is ambiguous because it can be interpreted as either Helen, the person, wearing a firefighter uniform while preparing lunch for her daughter, or Helen's daughter is a firefighter and Helen is preparing lunch for her while she is wearing her uniform.
Helen got lunch ready for her daughter wearing a ninja costume.	Helen got lunch ready for her daughter wearing a ninja costume.	True	The sentence can be interpreted as Helen wearing a ninja costume while preparing lunch for her daughter, or Helen's daughter is wearing a ninja costume and Helen is preparing lunch for her. The phrase 'wearing a ninja costume' can refer to either the doer of the action (Helen) or the recipient of the action (her daughter).
Helen got lunch ready for her daughter wearing a spacesuit.	Helen got lunch ready for her daughter wearing a spacesuit.	True	This sentence is ambiguous because it can be interpreted in two ways: 1) Helen put on a spacesuit before preparing lunch for her daughter, or 2) Helen prepared lunch for her daughter who was wearing a spacesuit.
Helen got lunch ready for her daughter wearing a superhero cape.	Helen got lunch ready for her daughter wearing a superhero cape.	True	This sentence is ambiguous because it is unclear whether the cape is worn by Helen or her daughter. In the real world, it is common for people to wear superhero costumes or accessories, including capes, as a form of cosplay or for entertainment purposes. Therefore, it is possible to interpret the sentence as Helen wearing the cape while preparing lunch for her daughter, or as her daughter wearing the cape while Helen prepares lunch for her.
Helen got lunch ready for her daughter wearing a wizard robe.	Helen got lunch ready for her daughter wearing a wizard robe.	True	This sentence is ambiguous because it can be interpreted in two ways: 1) Helen is wearing a wizard robe while preparing lunch for her daughter, or 2) Helen is preparing lunch for her daughter, who is wearing a wizard robe.
Helen got lunch ready for her daughter wearing a dinosaur costume.	Helen got lunch ready for her daughter wearing a dinosaur costume.	True	This sentence is ambiguous because it can be interpreted in two ways: 1) Helen is wearing a dinosaur costume while getting lunch ready for her daughter, or 2) Helen's daughter is wearing a dinosaur costume and Helen got lunch ready for her daughter who is dressed as a dinosaur.
Helen got lunch ready for her daughter wearing a cowboy hat.	Helen got lunch ready for her daughter wearing a cowboy hat.	True	The sentence is ambiguous because it is unclear whether Helen was wearing the cowboy hat while getting lunch ready or if she was wearing it at some other time, possibly unrelated to getting lunch ready. The phrase 'wearing a cowboy hat' could be interpreted as a description of Helen's attire at the time of getting lunch ready, or it could be a separate action that occurred at a different time.
Helen got lunch ready for her daughter wearing a mermaid tail.	Helen got lunch ready for her daughter wearing a mermaid tail.	True	This sentence can be interpreted in more than one way. One possible interpretation is that Helen got lunch ready for her daughter while wearing a mermaid tail, which is a costume or a fantasy accessory. Another possible interpretation is that Helen got lunch ready for a mermaid, a mythical creature, and her daughter is somehow involved in this process. The ambiguity arises from the use of the phrase 'wearing a mermaid tail', which can be taken literally or figuratively.
Helen got lunch ready for her daughter wearing a summer telescope.	Helen got lunch ready for her daughter wearing a summer telescope.	True	This sentence is ambiguous because 'summer telescope' could refer to a type of clothing (e.g. a sundress or a pair of sunglasses) or a type of astronomical instrument. Without additional context, it is unclear which meaning is intended.
Helen got lunch ready for her daughter wearing a drummer vest.	Helen got lunch ready for her daughter wearing a drummer vest.	True	This sentence is ambiguous because 'drummer vest' can refer to a vest worn by a drummer (e.g., a musician) or a vest with a drummer as a design or pattern. The context is needed to disambiguate the meaning.
Helen got lunch ready for her daughter wearing a bummer tress.	Helen got lunch ready for her daughter wearing a bummer tress.	True	The phrase 'wearing a bummer tress' could be interpreted as Helen wearing a hairstyle that is a 'bummer' (unpleasant or disappointing), or it could be interpreted as Helen wearing a tress (a long, braided or curled section of hair) that is a bummer (a type of hairstyle).
Helen got lunch ready for her daughter wearing a shutter address.	Helen got lunch ready for her daughter wearing a shutter address.	True	The word 'address' can refer to a physical location (e.g. a house number) or a digital identifier (e.g. an email address). This sentence is ambiguous because it's unclear which type of address Helen is wearing.
Helen got lunch ready for her daughter wearing a runner mess.	Helen got lunch ready for her daughter wearing a runner mess.	True	The phrase 'wearing a runner mess' can be interpreted as either Helen wearing a messy outfit while preparing lunch or Helen's daughter wearing a runner (a type of shoe) while eating lunch, making the sentence ambiguous.
Helen got lunch ready for her daughter wearing a butter stress.	Helen got lunch ready for her daughter wearing a butter stress.	True	The word 'stress' can be interpreted as both a noun (a feeling of anxiety) and a verb (to put on or apply something, like butter on bread). This ambiguity allows for multiple possible meanings of the sentence, such as Helen putting butter on lunch for her daughter or Helen feeling anxious while preparing lunch for her daughter.
The scientist got lunch ready for her daughter wearing a summer dress.	The scientist got lunch ready for her daughter wearing a summer dress.	True	The sentence is ambiguous because it can be interpreted as either the scientist being the one wearing the summer dress while preparing lunch for her daughter, or the scientist's daughter wearing the summer dress while the scientist prepares lunch for her.
